text,aspek,filtered,cleaned,tweet_tokens,normalisasi
"Toyota Avanza Tertabrak Kereta karena Mesin Mati di Perlintasan KA 14 Mei 2023 ... Avanza Veloz berwarna hitam dengan nomor polisi T 1064 BQ tersebut diketahui tertabrak kereta di perlintasan sebidang tanpa palang pintu di Kp. Baru, DesaÂ ...",0,toyota avanza tertabrak kereta karena mesin mati di perlintasan ka mei avanza veloz berwarna hitam dengan nomor polisi t bq tersebut diketahui tertabrak kereta di perlintasan sebidang tanpa palang pintu di kp baru desa,toyota avanza tabrak kereta mesin mati lintas ka 14 mei 2023 avanza veloz warna hitam dengan nomor polisi t 1064 bq sebut tahu tabrak kereta lintas bidang tanpa palang pintu kp baru desa,"['Toyota', 'Avanza', 'Tertabrak', 'Kereta', 'karena', 'Mesin', 'Mati', 'di', 'Perlintasan', 'KA', '14', 'Mei', '2023', '...', 'Avanza', 'Veloz', 'berwarna', 'hitam', 'dengan', 'nomor', 'polisi', 'T', '1064', 'BQ', 'tersebut', 'diketahui', 'tertabrak', 'kereta', 'di', 'perlintasan', 'sebidang', 'tanpa', 'palang', 'pintu', 'di', 'Kp', '.', 'Baru', ',', 'DesaÂ', '...']","['Toyota', 'Avanza', 'Tertabrak', 'Kereta', 'karena', 'Mesin', 'Mati', 'di', 'Perlintasan', 'KA', '14', 'Mei', '2023', '...', 'Avanza', 'Veloz', 'berwarna', 'hitam', 'dengan', 'nomor', 'polisi', 'T', '1064', 'BQ', 'tersebut', 'diketahui', 'tertabrak', 'kereta', 'di', 'perlintasan', 'sebidang', 'tanpa', 'palang', 'pintu', 'di', 'Kp', '.', 'Baru', ',', 'DesaÂ', '...']"
"Suzuki Carry Carreta Rakitan Karoseri Adiputro, Masih Mulus 14 Mei 2023 ... Suzuki Carry merupakan kendaraan yang tidak pernah lekang oleh zaman di Indonesia dan telah melakukan berbagai peningkatan mengikuti zaman.",Fitur,suzuki carry carreta rakitan karoseri adiputro masih mulus mei suzuki carry merupakan kendaraan yang tidak pernah lekang oleh zaman di indonesia dan telah melakukan berbagai peningkatan mengikuti zaman,suzuki carry carreta rakit karoseri adiputro masih mulus 14 mei 2023 suzuki carry rupa kendara tidak pernah lekang oleh zaman indonesia telah laku bagai tingkat ikut zaman,"['Suzuki', 'Carry', 'Carreta', 'Rakitan', 'Karoseri', 'Adiputro', ',', 'Masih', 'Mulus', '14', 'Mei', '2023', '...', 'Suzuki', 'Carry', 'merupakan', 'kendaraan', 'yang', 'tidak', 'pernah', 'lekang', 'oleh', 'zaman', 'di', 'Indonesia', 'dan', 'telah', 'melakukan', 'berbagai', 'peningkatan', 'mengikuti', 'zaman', '.']","['Suzuki', 'Carry', 'Carreta', 'Rakitan', 'Karoseri', 'Adiputro', ',', 'Masih', 'Mulus', '14', 'Mei', '2023', '...', 'Suzuki', 'Carry', 'merupakan', 'kendaraan', 'yang', 'tidak', 'pernah', 'lekang', 'oleh', 'zaman', 'di', 'Indonesia', 'dan', 'telah', 'melakukan', 'berbagai', 'peningkatan', 'mengikuti', 'zaman', '.']"
"Menang Jauh, Ini Catatan Waktu Akselerasi Toyota All New Agya ... 14 Mei 2023 ... Mengandalkan mesin baru 3 silinder, akselerasi Toyota All New Agya GR-S menang jauh dari Agya lama, segini perbedaan waktunya.",0,menang jauh ini catatan waktu akselerasi toyota all new agya mei mengandalkan mesin baru silinder akselerasi toyota all new agya gr s menang jauh dari agya lama segini perbedaan waktunya,menang jauh ini catat waktu akselerasi toyota all new agya 14 mei 2023 andal mesin baru 3 silinder akselerasi toyota all new agya gr-s menang jauh agya lama gin beda waktu,"['Menang', 'Jauh', ',', 'Ini', 'Catatan', 'Waktu', 'Akselerasi', 'Toyota', 'All', 'New', 'Agya', '...', '14', 'Mei', '2023', '...', 'Mengandalkan', 'mesin', 'baru', '3', 'silinder', ',', 'akselerasi', 'Toyota', 'All', 'New', 'Agya', 'GR-S', 'menang', 'jauh', 'dari', 'Agya', 'lama', ',', 'segini', 'perbedaan', 'waktunya', '.']","['Menang', 'Jauh', ',', 'Ini', 'Catatan', 'Waktu', 'Akselerasi', 'Toyota', 'All', 'New', 'Agya', '...', '14', 'Mei', '2023', '...', 'Mengandalkan', 'mesin', 'baru', '3', 'silinder', ',', 'akselerasi', 'Toyota', 'All', 'New', 'Agya', 'GR-S', 'menang', 'jauh', 'dari', 'Agya', 'lama', ',', 'segini', 'perbedaan', 'waktunya', '.']"
"Murahnya Harga Mobil Bekas Daihatsu Xenia 2006, Tipe Ini Cuma ... 14 Mei 2023 ... Mobil tersebut adalah Toyota Avanza dan Daihatsu Xenia yang pada saat itu menggegerkan dunia otomotif dengan harga yang mereka tawarkan untuk MPV 7 penumpang.",0,murahnya harga mobil bekas daihatsu xenia tipe ini cuma mei mobil tersebut adalah toyota avanza dan daihatsu xenia yang pada saat itu menggegerkan dunia otomotif dengan harga yang mereka tawarkan untuk mpv penumpang,murah harga mobil bekas daihatsu xenia 2006 tipe ini cuma 14 mei 2023 mobil sebut adalah toyota avanza daihatsu xenia pada saat itu geger dunia otomotif dengan harga mereka tawar untuk mpv 7 tumpang,"['Murahnya', 'Harga', 'Mobil', 'Bekas', 'Daihatsu', 'Xenia', '2006', ',', 'Tipe', 'Ini', 'Cuma', '...', '14', 'Mei', '2023', '...', 'Mobil', 'tersebut', 'adalah', 'Toyota', 'Avanza', 'dan', 'Daihatsu', 'Xenia', 'yang', 'pada', 'saat', 'itu', 'menggegerkan', 'dunia', 'otomotif', 'dengan', 'harga', 'yang', 'mereka', 'tawarkan', 'untuk', 'MPV', '7', 'penumpang', '.']","['Murahnya', 'Harga', 'Mobil', 'Bekas', 'Daihatsu', 'Xenia', '2006', ',', 'Tipe', 'Ini', 'Cuma', '...', '14', 'Mei', '2023', '...', 'Mobil', 'tersebut', 'adalah', 'Toyota', 'Avanza', 'dan', 'Daihatsu', 'Xenia', 'yang', 'pada', 'saat', 'itu', 'menggegerkan', 'dunia', 'otomotif', 'dengan', 'harga', 'yang', 'mereka', 'tawarkan', 'untuk', 'MPV', '7', 'penumpang', '.']"
"Julukan-Julukan Unik Toyota Yaris, Desainernya Pasti Gak ... 14 Mei 2023 ... Kayaknya hanya Toyota Yaris, mobil di Indonesia yang tiap keluar model barunya punya julukan khusus. Desainernya pasti gak nyangka.",0,julukan julukan unik toyota yaris desainernya pasti gak mei kayaknya hanya toyota yaris mobil di indonesia yang tiap keluar model barunya punya julukan khusus desainernya pasti gak nyangka,juluk unik toyota yaris desainer pasti gak 14 mei 2023 kayak hanya toyota yaris mobil indonesia tiap keluar model baru punya juluk khusus desainer pasti gak nyangka,"['Julukan-Julukan', 'Unik', 'Toyota', 'Yaris', ',', 'Desainernya', 'Pasti', 'Gak', '...', '14', 'Mei', '2023', '...', 'Kayaknya', 'hanya', 'Toyota', 'Yaris', ',', 'mobil', 'di', 'Indonesia', 'yang', 'tiap', 'keluar', 'model', 'barunya', 'punya', 'julukan', 'khusus', '.', 'Desainernya', 'pasti', 'gak', 'nyangka', '.']","['Julukan-Julukan', 'Unik', 'Toyota', 'Yaris', ',', 'Desainernya', 'Pasti', 'Gak', '...', '14', 'Mei', '2023', '...', 'Kayaknya', 'hanya', 'Toyota', 'Yaris', ',', 'mobil', 'di', 'Indonesia', 'yang', 'tiap', 'keluar', 'model', 'barunya', 'punya', 'julukan', 'khusus', '.', 'Desainernya', 'pasti', 'tidak', 'nyangka', '.']"
"Berapa Unit Toyota Agya GR Sport yang Terjual Bulan Lalu ... 14 Mei 2023 ... Baru Seumur Jagung. Ternyata model ini sanggup menjual hingga 315 unit, jauh lebih tinggi dari Brio RS dengan 64 unit terjual. Hasil tersebut membuatnyaÂ ...",0,berapa unit toyota agya gr sport yang terjual bulan lalu mei baru seumur jagung ternyata model ini sanggup menjual hingga unit jauh lebih tinggi dari brio rs dengan unit terjual hasil tersebut membuatnya,berapa unit toyota agya gr sport jual bulan lalu 14 mei 2023 baru umur jagung nyata model sanggup jual hingga 315 unit jauh lebih tinggi brio rs dengan 64 unit jual hasil sebut buat,"['Berapa', 'Unit', 'Toyota', 'Agya', 'GR', 'Sport', 'yang', 'Terjual', 'Bulan', 'Lalu', '...', '14', 'Mei', '2023', '...', 'Baru', 'Seumur', 'Jagung', '.', 'Ternyata', 'model', 'ini', 'sanggup', 'menjual', 'hingga', '315', 'unit', ',', 'jauh', 'lebih', 'tinggi', 'dari', 'Brio', 'RS', 'dengan', '64', 'unit', 'terjual', '.', 'Hasil', 'tersebut', 'membuatnyaÂ', '...']","['Berapa', 'Unit', 'Toyota', 'Agya', 'GR', 'Sport', 'yang', 'Terjual', 'Bulan', 'Lalu', '...', '14', 'Mei', '2023', '...', 'Baru', 'Seumur', 'Jagung', '.', 'Ternyata', 'model', 'ini', 'sanggup', 'menjual', 'hingga', '315', 'unit', ',', 'jauh', 'lebih', 'tinggi', 'dari', 'Brio', 'RS', 'dengan', '64', 'unit', 'terjual', '.', 'Hasil', 'tersebut', 'membuatnyaÂ', '...']"
Toyota Yaris Cross Sudah Bisa Dipesan Sekarang? - RiderTua.com 14 Mei 2023 ... Toyota Yaris Cross Sudah Bisa Dipesan Sekarang? Â· Toyota Yaris Cross Sudah Dapat Dipesan Konsumen Â· Manajer Tim Pramac : Martin Orang yang Tepat untuk BekerjaÂ ...,0,toyota yaris cross sudah bisa dipesan sekarang ridertua com mei toyota yaris cross sudah bisa dipesan sekarang toyota yaris cross sudah dapat dipesan konsumen manajer tim pramac martin orang yang tepat untuk bekerja,toyota yaris cross sudah bisa pes sekarang - ridertua com 14 mei 2023 toyota yaris cross sudah bisa pes sekarang toyota yaris cross sudah dapat pes konsumen manajer tim pramac martin orang tepat untuk kerja,"['Toyota', 'Yaris', 'Cross', 'Sudah', 'Bisa', 'Dipesan', 'Sekarang', '?', '-', 'RiderTua.com', '14', 'Mei', '2023', '...', 'Toyota', 'Yaris', 'Cross', 'Sudah', 'Bisa', 'Dipesan', 'Sekarang', '?', 'Â·', 'Toyota', 'Yaris', 'Cross', 'Sudah', 'Dapat', 'Dipesan', 'Konsumen', 'Â·', 'Manajer', 'Tim', 'Pramac', ':', 'Martin', 'Orang', 'yang', 'Tepat', 'untuk', 'BekerjaÂ', '...']","['Toyota', 'Yaris', 'Cross', 'Sudah', 'Bisa', 'Dipesan', 'Sekarang', '?', '-', 'RiderTua.com', '14', 'Mei', '2023', '...', 'Toyota', 'Yaris', 'Cross', 'Sudah', 'Bisa', 'Dipesan', 'Sekarang', '?', 'Â·', 'Toyota', 'Yaris', 'Cross', 'Sudah', 'Dapat', 'Dipesan', 'Konsumen', 'Â·', 'Manajer', 'Tim', 'Pramac', ':', 'Martin', 'Orang', 'yang', 'Tepat', 'untuk', 'BekerjaÂ', '...']"
"Mobil bekas Grand Vitara harga kredit murah di Bekasi May 2024 13 Mei 2023 ... Dapatkan mobil bekas Grand Vitara kondisi prima di Bekasi di Oto.com. Lihat harga, kredit dan detail kontak penjualnya.",Biaya,mobil bekas grand vitara harga kredit murah di bekasi may mei dapatkan mobil bekas grand vitara kondisi prima di bekasi di oto com lihat harga kredit dan detail kontak penjualnya,mobil bekas grand vitara harga kredit murah bekas may 2024 13 mei 2023 dapat mobil bekas grand vitara kondisi prima bekas oto com lihat harga kredit detail kontak jual,"['Mobil', 'bekas', 'Grand', 'Vitara', 'harga', 'kredit', 'murah', 'di', 'Bekasi', 'May', '2024', '13', 'Mei', '2023', '...', 'Dapatkan', 'mobil', 'bekas', 'Grand', 'Vitara', 'kondisi', 'prima', 'di', 'Bekasi', 'di', 'Oto.com', '.', 'Lihat', 'harga', ',', 'kredit', 'dan', 'detail', 'kontak', 'penjualnya', '.']","['Mobil', 'bekas', 'Grand', 'Vitara', 'harga', 'kredit', 'murah', 'di', 'Bekasi', 'May', '2024', '13', 'Mei', '2023', '...', 'Dapatkan', 'mobil', 'bekas', 'Grand', 'Vitara', 'kondisi', 'prima', 'di', 'Bekasi', 'di', 'Oto.com', '.', 'Lihat', 'harga', ',', 'kredit', 'dan', 'detail', 'kontak', 'penjualnya', '.']"
"Mobil bekas Grand Vitara harga kredit murah di Depok May 2024 13 Mei 2023 ... Dapatkan mobil bekas Grand Vitara kondisi prima di Depok di Oto.com. Lihat harga, kredit dan detail kontak penjualnya.",Biaya,mobil bekas grand vitara harga kredit murah di depok may mei dapatkan mobil bekas grand vitara kondisi prima di depok di oto com lihat harga kredit dan detail kontak penjualnya,mobil bekas grand vitara harga kredit murah depok may 2024 13 mei 2023 dapat mobil bekas grand vitara kondisi prima depok oto com lihat harga kredit detail kontak jual,"['Mobil', 'bekas', 'Grand', 'Vitara', 'harga', 'kredit', 'murah', 'di', 'Depok', 'May', '2024', '13', 'Mei', '2023', '...', 'Dapatkan', 'mobil', 'bekas', 'Grand', 'Vitara', 'kondisi', 'prima', 'di', 'Depok', 'di', 'Oto.com', '.', 'Lihat', 'harga', ',', 'kredit', 'dan', 'detail', 'kontak', 'penjualnya', '.']","['Mobil', 'bekas', 'Grand', 'Vitara', 'harga', 'kredit', 'murah', 'di', 'Depok', 'May', '2024', '13', 'Mei', '2023', '...', 'Dapatkan', 'mobil', 'bekas', 'Grand', 'Vitara', 'kondisi', 'prima', 'di', 'Depok', 'di', 'Oto.com', '.', 'Lihat', 'harga', ',', 'kredit', 'dan', 'detail', 'kontak', 'penjualnya', '.']"
"LCGC Terlaris April 2023, Tanpa Brio Terbaru, Siapa Jawaranya ... 15 Mei 2023 ... Sebelum bahas kelas terlaris, kita kulik dulu kelas lainnya, lihat kelas hatchback makin lama makin suram ya.. Honda City HB (Hatchback) yang di awalÂ ...",0,lcgc terlaris april tanpa brio terbaru siapa jawaranya mei sebelum bahas kelas terlaris kita kulik dulu kelas lainnya lihat kelas hatchback makin lama makin suram ya honda city hb hatchback yang di awal,lcgc laris april 2023 tanpa brio baru siapa jawara 15 mei 2023 belum bahas kelas laris kita lik dulu kelas lain lihat kelas hatchback makin lama makin suram ya honda city hb hatchback di awal,"['LCGC', 'Terlaris', 'April', '2023', ',', 'Tanpa', 'Brio', 'Terbaru', ',', 'Siapa', 'Jawaranya', '...', '15', 'Mei', '2023', '...', 'Sebelum', 'bahas', 'kelas', 'terlaris', ',', 'kita', 'kulik', 'dulu', 'kelas', 'lainnya', ',', 'lihat', 'kelas', 'hatchback', 'makin', 'lama', 'makin', 'suram', 'ya', '..', 'Honda', 'City', 'HB', '(', 'Hatchback', ')', 'yang', 'di', 'awalÂ', '...']","['LCGC', 'Terlaris', 'April', '2023', ',', 'Tanpa', 'Brio', 'Terbaru', ',', 'Siapa', 'Jawaranya', '...', '15', 'Mei', '2023', '...', 'Sebelum', 'bahas', 'kelas', 'terlaris', ',', 'kita', 'kulik', 'dulu', 'kelas', 'lainnya', ',', 'lihat', 'kelas', 'hatchback', 'makin', 'lama', 'makin', 'suram', 'ya', '..', 'Honda', 'City', 'HB', '(', 'Hatchback', ')', 'yang', 'di', 'awalÂ', '...']"
"Mobil Baru Toyota Debut Global di Indonesia Siang Ini, Yaris Cross? 15 Mei 2023 ... PT Toyota-Astra Motor (TAM) akan meluncurkan mobil baru siang ini bertajuk World Premiere. Mobil yang bakal diluncurkan diduga adalah Yaris Cross terbaru.",0,mobil baru toyota debut global di indonesia siang ini yaris cross mei pt toyota astra motor tam akan meluncurkan mobil baru siang ini bertajuk world premiere mobil yang bakal diluncurkan diduga adalah yaris cross terbaru,mobil baru toyota debut global indonesia siang ini yaris cross 15 mei 2023 pt toyota-astra motor tam akan luncur mobil baru siang tajuk world premiere mobil bakal luncur duga adalah yaris cross baru,"['Mobil', 'Baru', 'Toyota', 'Debut', 'Global', 'di', 'Indonesia', 'Siang', 'Ini', ',', 'Yaris', 'Cross', '?', '15', 'Mei', '2023', '...', 'PT', 'Toyota-Astra', 'Motor', '(', 'TAM', ')', 'akan', 'meluncurkan', 'mobil', 'baru', 'siang', 'ini', 'bertajuk', 'World', 'Premiere', '.', 'Mobil', 'yang', 'bakal', 'diluncurkan', 'diduga', 'adalah', 'Yaris', 'Cross', 'terbaru', '.']","['Mobil', 'Baru', 'Toyota', 'Debut', 'Global', 'di', 'Indonesia', 'Siang', 'Ini', ',', 'Yaris', 'Cross', '?', '15', 'Mei', '2023', '...', 'PT', 'Toyota-Astra', 'Motor', '(', 'TAM', ')', 'akan', 'meluncurkan', 'mobil', 'baru', 'siang', 'ini', 'bertajuk', 'World', 'Premiere', '.', 'Mobil', 'yang', 'akan', 'diluncurkan', 'diduga', 'adalah', 'Yaris', 'Cross', 'terbaru', '.']"
"All New Toyota Yaris Cross Meluncur, Harga di Atas Rp 300 Juta 15 Mei 2023 ... Mobil baru yang dimaksud adalah All New Yaris Cross. Mobil itu ditawarkan dengan mesin bensin 1.5 liter berkode 2NR-VE dengan figur tenaga 78 kW dan torsi 138Â ...",Biaya,all new toyota yaris cross meluncur harga di atas rp juta mei mobil baru yang dimaksud adalah all new yaris cross mobil itu ditawarkan dengan mesin bensin liter berkode nr ve dengan figur tenaga kw dan torsi,all new toyota yaris cross luncur harga atas rp 300 juta 15 mei 2023 mobil baru maksud adalah all new yaris cross mobil itu tawar dengan mesin bensin 1 5 liter kode 2nr-ve dengan figur tenaga 78 kw torsi 138,"['All', 'New', 'Toyota', 'Yaris', 'Cross', 'Meluncur', ',', 'Harga', 'di', 'Atas', 'Rp', '300', 'Juta', '15', 'Mei', '2023', '...', 'Mobil', 'baru', 'yang', 'dimaksud', 'adalah', 'All', 'New', 'Yaris', 'Cross', '.', 'Mobil', 'itu', 'ditawarkan', 'dengan', 'mesin', 'bensin', '1.5', 'liter', 'berkode', '2NR-VE', 'dengan', 'figur', 'tenaga', '78', 'kW', 'dan', 'torsi', '138Â', '...']","['All', 'New', 'Toyota', 'Yaris', 'Cross', 'Meluncur', ',', 'Harga', 'di', 'Atas', 'Rp', '300', 'Juta', '15', 'Mei', '2023', '...', 'Mobil', 'baru', 'yang', 'dimaksud', 'adalah', 'All', 'New', 'Yaris', 'Cross', '.', 'Mobil', 'itu', 'ditawarkan', 'dengan', 'mesin', 'bensin', '1.5', 'liter', 'berkode', '2NR-VE', 'dengan', 'figur', 'tenaga', '78', 'kW', 'dan', 'torsi', '138Â', '...']"
"Bahas Desain Interior All New Toyota Agya, Lebih Nyaman ... - Foto 15 Mei 2023 ... perbesar foto. Interior Toyota Agya(Kompas.com). Baca berita tanpa iklan. Gabung Kompas.com+ Â· Kembali ke artikel. 3 dari 4.",Keselamatan,bahas desain interior all new toyota agya lebih nyaman foto mei perbesar foto interior toyota agya kompas com baca berita tanpa iklan gabung kompas com kembali ke artikel dari,bahas desain interior all new toyota agya lebih nyaman - foto 15 mei 2023 besar foto interior toyota agya kompas com baca berita tanpa iklan gabung kompas com kembali artikel 3 4,"['Bahas', 'Desain', 'Interior', 'All', 'New', 'Toyota', 'Agya', ',', 'Lebih', 'Nyaman', '...', '-', 'Foto', '15', 'Mei', '2023', '...', 'perbesar', 'foto', '.', 'Interior', 'Toyota', 'Agya', '(', 'Kompas.com', ')', '.', 'Baca', 'berita', 'tanpa', 'iklan', '.', 'Gabung', 'Kompas.com+', 'Â·', 'Kembali', 'ke', 'artikel', '.', '3', 'dari', '4', '.']","['Bahas', 'Desain', 'Interior', 'All', 'New', 'Toyota', 'Agya', ',', 'Lebih', 'Nyaman', '...', '-', 'Foto', '15', 'Mei', '2023', '...', 'perbesar', 'foto', '.', 'Interior', 'Toyota', 'Agya', '(', 'Kompas.com', ')', '.', 'Baca', 'berita', 'tanpa', 'iklan', '.', 'Gabung', 'Kompas.com+', 'Â·', 'Kembali', 'ke', 'artikel', '.', '3', 'dari', '4', '.']"
"Bahas Desain Interior All New Toyota Agya, Lebih Nyaman ... - Foto 15 Mei 2023 ... perbesar foto. Interior Toyota Agya(Kompas.com). Baca berita tanpa iklan. Gabung Kompas.com+ Â· Kembali ke artikel. 4 dari 4.",Keselamatan,bahas desain interior all new toyota agya lebih nyaman foto mei perbesar foto interior toyota agya kompas com baca berita tanpa iklan gabung kompas com kembali ke artikel dari,bahas desain interior all new toyota agya lebih nyaman - foto 15 mei 2023 besar foto interior toyota agya kompas com baca berita tanpa iklan gabung kompas com kembali artikel 4 4,"['Bahas', 'Desain', 'Interior', 'All', 'New', 'Toyota', 'Agya', ',', 'Lebih', 'Nyaman', '...', '-', 'Foto', '15', 'Mei', '2023', '...', 'perbesar', 'foto', '.', 'Interior', 'Toyota', 'Agya', '(', 'Kompas.com', ')', '.', 'Baca', 'berita', 'tanpa', 'iklan', '.', 'Gabung', 'Kompas.com+', 'Â·', 'Kembali', 'ke', 'artikel', '.', '4', 'dari', '4', '.']","['Bahas', 'Desain', 'Interior', 'All', 'New', 'Toyota', 'Agya', ',', 'Lebih', 'Nyaman', '...', '-', 'Foto', '15', 'Mei', '2023', '...', 'perbesar', 'foto', '.', 'Interior', 'Toyota', 'Agya', '(', 'Kompas.com', ')', '.', 'Baca', 'berita', 'tanpa', 'iklan', '.', 'Gabung', 'Kompas.com+', 'Â·', 'Kembali', 'ke', 'artikel', '.', '4', 'dari', '4', '.']"
"Siap-siap, Mobil Baru Toyota Bakal Meluncur Siang Ini 15 Mei 2023 ... Produsen otomotif raksasa asal Jepang, Toyota bakal meluncurkan mobil berstatus world premiere siang ini.",0,siap siap mobil baru toyota bakal meluncur siang ini mei produsen otomotif raksasa asal jepang toyota bakal meluncurkan mobil berstatus world premiere siang ini,siap mobil baru toyota bakal luncur siang ini 15 mei 2023 produsen otomotif raksasa asal jepang toyota bakal luncur mobil status world premiere siang ini,"['Siap-siap', ',', 'Mobil', 'Baru', 'Toyota', 'Bakal', 'Meluncur', 'Siang', 'Ini', '15', 'Mei', '2023', '...', 'Produsen', 'otomotif', 'raksasa', 'asal', 'Jepang', ',', 'Toyota', 'bakal', 'meluncurkan', 'mobil', 'berstatus', 'world', 'premiere', 'siang', 'ini', '.']","['Siap-siap', ',', 'Mobil', 'Baru', 'Toyota', 'Bakal', 'Meluncur', 'Siang', 'Ini', '15', 'Mei', '2023', '...', 'Produsen', 'otomotif', 'raksasa', 'asal', 'Jepang', ',', 'Toyota', 'akan', 'meluncurkan', 'mobil', 'berstatus', 'world', 'premiere', 'siang', 'ini', '.']"
"Penjualan Turun di April 2023, Daihatsu Klaim Masih Dapat Angin ... 15 Mei 2023 ... Penjualan Turun di April 2023, Daihatsu Klaim Masih Dapat Angin Segar Â· Komparasi New Honda Brio Satya dan All New Daihatsu Ayla Â· Ada Insentif, Penjualan MobilÂ ...",0,penjualan turun di april daihatsu klaim masih dapat angin mei penjualan turun di april daihatsu klaim masih dapat angin segar komparasi new honda brio satya dan all new daihatsu ayla ada insentif penjualan mobil,jual turun april 2023 daihatsu klaim masih dapat angin 15 mei 2023 jual turun april 2023 daihatsu klaim masih dapat angin segar komparasi new honda brio satya all new daihatsu ayla ada insentif jual mobil,"['Penjualan', 'Turun', 'di', 'April', '2023', ',', 'Daihatsu', 'Klaim', 'Masih', 'Dapat', 'Angin', '...', '15', 'Mei', '2023', '...', 'Penjualan', 'Turun', 'di', 'April', '2023', ',', 'Daihatsu', 'Klaim', 'Masih', 'Dapat', 'Angin', 'Segar', 'Â·', 'Komparasi', 'New', 'Honda', 'Brio', 'Satya', 'dan', 'All', 'New', 'Daihatsu', 'Ayla', 'Â·', 'Ada', 'Insentif', ',', 'Penjualan', 'MobilÂ', '...']","['Penjualan', 'Turun', 'di', 'April', '2023', ',', 'Daihatsu', 'Klaim', 'Masih', 'Dapat', 'Angin', '...', '15', 'Mei', '2023', '...', 'Penjualan', 'Turun', 'di', 'April', '2023', ',', 'Daihatsu', 'Klaim', 'Masih', 'Dapat', 'Angin', 'Segar', 'Â·', 'Komparasi', 'New', 'Honda', 'Brio', 'Satya', 'dan', 'All', 'New', 'Daihatsu', 'Ayla', 'Â·', 'Ada', 'Insentif', ',', 'Penjualan', 'MobilÂ', '...']"
Ratusan Pecinta Mitsubishi Xpander Gelar Halal Bihalal di Solo 15 Mei 2023 ... Ratusan pecinta Mitsubishi Xpander yang tergabung dalam komunitas X-MOC Indonesia menggelar rakernas dan halala bihalal di Solo.,0,ratusan pecinta mitsubishi xpander gelar halal bihalal di solo mei ratusan pecinta mitsubishi xpander yang tergabung dalam komunitas x moc indonesia menggelar rakernas dan halala bihalal di solo,ratus cinta mitsubishi xpander gelar halal bihalal solo 15 mei 2023 ratus cinta mitsubishi xpander gabung dalam komunitas x-moc indonesia gelar rakernas halala bihalal solo,"['Ratusan', 'Pecinta', 'Mitsubishi', 'Xpander', 'Gelar', 'Halal', 'Bihalal', 'di', 'Solo', '15', 'Mei', '2023', '...', 'Ratusan', 'pecinta', 'Mitsubishi', 'Xpander', 'yang', 'tergabung', 'dalam', 'komunitas', 'X-MOC', 'Indonesia', 'menggelar', 'rakernas', 'dan', 'halala', 'bihalal', 'di', 'Solo', '.']","['Ratusan', 'Pecinta', 'Mitsubishi', 'Xpander', 'Gelar', 'Halal', 'Bihalal', 'di', 'Solo', '15', 'Mei', '2023', '...', 'Ratusan', 'pecinta', 'Mitsubishi', 'Xpander', 'yang', 'tergabung', 'dalam', 'komunitas', 'X-MOC', 'Indonesia', 'menggelar', 'rakernas', 'dan', 'halala', 'bihalal', 'di', 'Solo', '.']"
"Toyota Indonesia Luncurkan Yaris Cross Hybrid secara World ... 15 Mei 2023 ... Toyota Indonesia Luncurkan Yaris Cross Hybrid secara World Premiere Â· Yaris Tabrak Belakang Bus, Ingat Jaga Jarak Aman Saat di Jalan Tol Â· Toyota Yaris FaceliftÂ ...",0,toyota indonesia luncurkan yaris cross hybrid secara world mei toyota indonesia luncurkan yaris cross hybrid secara world premiere yaris tabrak belakang bus ingat jaga jarak aman saat di jalan tol toyota yaris facelift,toyota indonesia luncur yaris cross hybrid cara world 15 mei 2023 toyota indonesia luncur yaris cross hybrid cara world premiere yaris tabrak belakang bus ingat jaga jarak aman saat jalan tol toyota yaris facelift,"['Toyota', 'Indonesia', 'Luncurkan', 'Yaris', 'Cross', 'Hybrid', 'secara', 'World', '...', '15', 'Mei', '2023', '...', 'Toyota', 'Indonesia', 'Luncurkan', 'Yaris', 'Cross', 'Hybrid', 'secara', 'World', 'Premiere', 'Â·', 'Yaris', 'Tabrak', 'Belakang', 'Bus', ',', 'Ingat', 'Jaga', 'Jarak', 'Aman', 'Saat', 'di', 'Jalan', 'Tol', 'Â·', 'Toyota', 'Yaris', 'FaceliftÂ', '...']","['Toyota', 'Indonesia', 'Luncurkan', 'Yaris', 'Cross', 'Hybrid', 'secara', 'World', '...', '15', 'Mei', '2023', '...', 'Toyota', 'Indonesia', 'Luncurkan', 'Yaris', 'Cross', 'Hybrid', 'secara', 'World', 'Premiere', 'Â·', 'Yaris', 'Tabrak', 'Belakang', 'Bus', ',', 'Ingat', 'Jaga', 'Jarak', 'Aman', 'Saat', 'di', 'Jalan', 'Tol', 'Â·', 'Toyota', 'Yaris', 'FaceliftÂ', '...']"
